,Year_Month,Temperature_Day,temperatures_Night,Pressure,Wind Speed,PRECIPITATION_periode,PRECIPITATION,Elevation Dimension,Ceiling Height Dimension,Distance Dimension,Wind Direction,Temperature_Day_max,Temperature_Day_min,temperatures_Night_max,temperatures_Night_min,Pressure_max,Pressure_min,Wind Speed_max,Wind Speed_min,Year,Month
74,1960-09-01,25.0,18.9,1015.9,5.1,419.0,0.0,45.0,22000.0,25000.0,E,32.2,17.2,22.2,13.9,1021.6,1009.7,13.4,0.0,1960,September
75,1960-10-01,21.65,17.2,1017.3,6.2,772.0,0.0,45.0,22000.0,32500.0,W,25.0,17.8,20.0,15.0,1020.9,1002.9,15.4,0.0,1960,October
76,1960-11-01,19.45,13.9,1021.75,5.1,364.0,,45.0,22000.0,22500.0,E,26.1,17.8,18.9,10.0,1025.5,1012.5,12.3,0.0,1960,November
77,1960-12-01,15.0,8.9,1021.3,4.1,561.0,,45.0,22000.0,30000.0,E,16.1,12.8,12.8,3.9,1031.6,1011.4,6.2,0.0,1960,December
78,1961-01-01,13.9,7.8,1023.9,3.1,163.0,0.0,45.0,22000.0,50000.0,E,17.2,12.2,12.8,2.8,1029.7,1020.3,7.2,0.0,1961,January
79,1961-02-01,17.2,11.1,1025.7,2.1,60.0,0.0,45.0,22000.0,50000.0,ENE,21.1,5.0,15.0,2.8,1030.3,1017.1,9.3,0.0,1961,February
80,1961-03-01,18.9,15.0,1017.1,4.1,350.0,0.88,45.0,22000.0,32500.0,W,25.0,17.2,17.8,7.2,1026.0,1006.8,12.3,0.0,1961,March
81,1961-04-01,22.2,15.0,1017.85,5.1,331.0,0.0,45.0,22000.0,47500.0,E,26.1,17.8,17.8,10.0,1022.1,1010.8,10.3,0.0,1961,April
82,1961-05-01,21.65,17.2,1015.7,5.1,480.0,0.44,45.0,22000.0,30000.0,E,30.0,16.1,26.1,12.2,1021.2,1005.7,11.3,0.0,1961,May
83,1961-06-01,22.8,17.8,1017.5,6.2,441.0,0.0,45.0,22000.0,30000.0,NNW,27.2,20.0,22.2,13.9,1022.3,1009.8,10.3,0.0,1961,June
84,1961-07-01,27.8,21.1,1014.75,7.2,460.0,0.0,45.0,22000.0,30000.0,ENE,41.1,22.2,27.8,17.8,1018.9,1008.0,13.4,0.0,1961,July
85,1961-08-01,27.2,21.1,1015.1,3.1,469.0,0.0,45.0,22000.0,25000.0,ENE,36.1,22.2,26.1,17.8,1018.4,1008.5,9.3,0.0,1961,August
86,1961-09-01,23.9,20.0,1016.1,3.1,344.0,0.2,45.0,22000.0,25000.0,NE,38.9,20.0,25.0,16.1,1023.4,1010.7,6.2,0.0,1961,September
87,1961-10-01,22.2,17.2,1017.6,3.1,362.0,0.13,45.0,22000.0,25000.0,ENE,32.8,17.2,22.8,10.0,1024.3,1011.1,7.2,0.0,1961,October
88,1961-11-01,17.8,15.0,1014.2,3.1,1331.0,2.08,45.0,3600.0,20000.0,SW,22.2,10.0,18.9,8.9,1025.3,1005.4,7.7,0.0,1961,November
89,1961-12-01,17.8,12.2,1020.7,2.1,712.0,23.53,45.0,22000.0,20000.0,E,25.0,12.2,17.2,7.8,1027.3,1003.5,7.2,0.0,1961,December
90,1962-01-01,16.1,10.0,1023.7,2.1,836.0,0.72,45.0,22000.0,20000.0,E,20.0,12.8,18.9,5.0,1030.8,1004.8,6.2,0.0,1962,January
91,1962-02-01,17.2,7.8,1023.0,2.1,604.0,27.25,45.0,22000.0,20000.0,ENE,21.1,3.9,16.1,2.8,1033.1,1006.2,6.2,0.0,1962,February
92,1962-03-01,17.2,12.8,1015.6,3.1,1706.0,25.77,45.0,3600.0,20000.0,W,20.0,12.2,18.9,6.1,1028.5,1003.1,12.3,0.0,1962,March
93,1962-04-01,18.9,12.8,1015.9,3.1,734.0,40.8,45.0,22000.0,20000.0,ENE,27.2,15.0,17.2,10.0,1025.2,1002.4,11.3,0.0,1962,April
94,1962-05-01,22.8,15.0,1016.3,4.1,362.0,0.0,45.0,22000.0,20000.0,E,31.1,16.1,21.1,8.9,1022.4,1009.9,9.3,0.0,1962,May
95,1962-06-01,22.2,18.9,1016.4,3.1,539.0,0.01,45.0,22000.0,20000.0,NNW,27.8,18.9,20.0,13.9,1020.4,1010.3,8.7,0.0,1962,June
96,1962-07-01,26.1,20.0,1016.2,4.1,279.0,0.0,45.0,22000.0,30000.0,ENE,35.0,22.2,28.9,16.1,1020.0,1011.6,7.2,1.0,1962,July
97,1962-08-01,29.45,21.1,1015.0,4.1,361.0,26.33,45.0,22000.0,25000.0,ENE,40.0,22.8,33.9,17.8,1021.6,1008.3,8.2,0.0,1962,August
98,1962-09-01,25.0,20.0,1016.9,3.1,536.0,26.24,45.0,22000.0,30000.0,E,38.9,21.1,26.1,13.9,1020.7,1010.6,8.2,0.0,1962,September
99,1962-10-01,22.2,17.8,1015.7,2.1,955.0,2.9,45.0,3600.0,20000.0,W,32.8,17.2,26.1,13.9,1023.2,1008.6,8.2,0.0,1962,October
100,1962-11-01,17.2,12.2,1017.1,3.1,788.0,79.2,45.0,22000.0,20000.0,E,21.1,5.0,22.8,6.1,1024.0,1001.9,8.2,0.0,1962,November
101,1962-12-01,16.65,10.0,1020.9,3.1,211.0,0.33,45.0,22000.0,20000.0,E,18.9,12.2,17.8,2.8,1028.3,999.4,17.5,0.0,1962,December
102,1964-10-01,22.8,17.2,1018.0,2.1,620.0,41.69,45.0,22000.0,20000.0,E,33.9,17.2,22.8,7.2,1024.0,1013.3,9.3,0.0,1964,October
103,1964-11-01,17.8,11.1,1021.5,1.5,777.0,20.29,45.0,22000.0,10000.0,ENE,23.9,12.2,17.8,6.1,1025.3,1013.0,7.2,0.0,1964,November
104,1964-12-01,15.0,9.45,1019.2,2.1,1127.0,2.71,45.0,22000.0,15000.0,E,20.0,12.2,13.9,5.0,1025.5,999.3,7.2,0.0,1964,December
105,1965-01-01,15.0,8.9,1020.15,2.1,924.0,0.64,45.0,3600.0,15000.0,E,22.2,7.8,17.2,2.8,1035.6,997.1,12.9,1.0,1965,January
106,1965-02-01,15.0,10.0,1017.9,2.1,1080.0,26.15,45.0,3600.0,15000.0,E,22.8,12.8,17.8,3.9,1027.1,1006.4,6.2,0.0,1965,February
107,1965-03-01,17.8,12.2,1020.35,4.1,766.0,0.15,45.0,9000.0,15000.0,E,27.2,12.8,22.2,7.2,1028.5,1008.1,9.3,0.0,1965,March
108,1965-04-01,18.9,12.8,1017.9,3.1,705.0,0.48,45.0,9000.0,15000.0,ENE,27.2,12.8,16.1,7.2,1027.5,1009.6,9.3,0.0,1965,April
109,1965-05-01,22.2,17.2,1016.2,4.1,440.0,0.19,45.0,22000.0,20000.0,E,40.0,18.9,26.1,7.8,1020.8,1008.8,8.2,0.0,1965,May
110,1965-06-01,22.8,17.8,1017.6,4.1,591.0,19.13,45.0,22000.0,15000.0,NNE,32.8,20.0,22.2,12.2,1024.3,1008.2,9.3,0.0,1965,June
111,1965-07-01,23.9,18.9,1017.4,5.1,328.0,0.42,45.0,22000.0,20000.0,ENE,27.8,20.0,21.1,15.0,1020.5,1012.7,10.3,0.0,1965,July
112,1965-08-01,25.0,20.0,1015.0,4.1,585.0,18.41,45.0,22000.0,15000.0,E,36.1,15.0,27.2,15.0,1020.0,1011.3,9.3,0.0,1965,August
113,1965-09-01,22.2,17.8,1016.5,2.6,1603.0,18.02,45.0,22000.0,10000.0,W,30.0,17.8,21.1,12.2,1022.4,1008.6,9.3,0.0,1965,September
114,1965-10-01,22.2,17.8,1013.8,1.5,3708.0,136.95,45.0,3600.0,10000.0,WSW,26.1,17.8,21.1,13.9,1022.3,1008.4,8.2,0.0,1965,October
115,1965-11-01,18.9,12.8,1020.6,2.6,2911.0,42.55,45.0,9000.0,10000.0,E,25.0,12.8,18.9,7.8,1027.6,1005.5,11.3,0.0,1965,November
116,1965-12-01,17.2,11.1,1023.8,2.6,2939.0,19.11,45.0,22000.0,20000.0,E,21.1,11.1,16.1,6.1,1031.3,1013.6,7.7,0.0,1965,December
117,1966-01-01,17.2,11.1,1019.9,1.0,3094.0,49.26,45.0,9000.0,10000.0,E,25.0,12.8,17.8,3.9,1031.0,1012.3,7.7,0.0,1966,January
118,1966-02-01,17.8,12.2,1020.8,2.1,2834.0,20.07,45.0,22000.0,20000.0,E,26.1,15.0,17.8,7.2,1030.4,1005.2,13.4,0.0,1966,February
119,1966-03-01,18.9,12.2,1018.0,2.85,2762.0,101.93,45.0,22000.0,20000.0,E,26.1,15.0,20.0,3.9,1027.8,1009.0,9.8,0.0,1966,March
120,1966-04-01,20.0,13.9,1017.4,3.1,1846.0,0.09,45.0,22000.0,20000.0,ENE,30.0,16.1,18.9,7.8,1024.1,1011.0,11.3,0.0,1966,April
121,1966-05-01,21.1,17.2,1015.3,3.6,2450.0,67.82,45.0,9000.0,10000.0,ENE,31.1,15.0,21.1,8.9,1023.8,1008.0,10.3,0.0,1966,May
122,1966-06-01,22.8,17.8,1017.4,3.1,2366.0,52.63,45.0,22000.0,20000.0,NE,35.0,17.8,27.2,11.1,1022.0,1010.6,11.3,0.0,1966,June
123,1966-07-01,23.9,19.45,1016.45,3.35,2101.0,0.18,45.0,22000.0,15000.0,E,27.8,21.1,22.8,13.9,1021.2,1011.3,9.3,0.0,1966,July
124,1966-08-01,27.8,20.0,1015.15,5.1,1208.0,0.0,45.0,22000.0,20000.0,E,42.2,21.1,31.1,16.1,1019.6,1010.9,9.3,1.0,1966,August
125,1966-09-01,23.9,20.0,1015.3,3.1,2090.0,18.05,45.0,22000.0,15000.0,E,38.9,20.0,32.2,13.9,1021.5,1007.9,7.7,0.5,1966,September
126,1966-10-01,21.1,16.1,1016.85,2.6,2672.0,32.88,45.0,22000.0,20000.0,E,27.8,16.1,22.8,8.9,1022.8,1006.7,11.8,1.0,1966,October
127,1966-11-01,17.2,12.2,1020.4,2.6,3193.0,35.86,45.0,22000.0,15000.0,E,23.9,12.8,17.8,5.0,1032.3,997.6,16.5,0.0,1966,November
128,1966-12-01,16.1,10.0,1021.9,2.1,2139.0,32.59,45.0,22000.0,20000.0,E,20.0,10.0,17.2,2.8,1028.3,1016.0,7.2,0.0,1966,December
129,1967-01-01,16.1,8.9,1024.55,1.0,2374.0,50.04,45.0,22000.0,15000.0,E,22.2,7.2,17.2,2.8,1030.1,1011.8,9.3,0.0,1967,January
130,1967-02-01,16.1,11.1,1019.45,1.5,3534.0,37.22,45.0,3600.0,10000.0,E,23.9,12.2,16.1,3.9,1030.4,1005.1,9.3,0.0,1967,February
131,1967-03-01,18.9,12.8,1020.8,1.5,2523.0,16.68,45.0,22000.0,15000.0,ENE,27.2,15.0,22.2,7.2,1025.3,1013.6,10.3,0.0,1967,March
132,1967-04-01,17.8,13.9,1013.8,3.1,4460.0,87.13,45.0,2400.0,15000.0,W,28.9,12.2,22.2,7.2,1023.0,1006.9,14.4,0.0,1967,April
133,1967-05-01,21.1,16.1,1017.4,3.6,2323.0,16.43,45.0,22000.0,20000.0,ENE,30.0,17.2,20.0,10.0,1023.6,1008.8,8.2,0.0,1967,May
134,1967-06-01,22.8,17.8,1016.7,3.6,1399.0,0.0,45.0,22000.0,10000.0,NNE,33.9,18.9,26.1,12.2,1022.3,1010.5,8.2,0.0,1967,June
135,1967-07-01,27.2,20.0,1016.45,4.6,1320.0,0.38,45.0,22000.0,10000.0,NE,42.8,20.0,36.1,15.0,1020.7,1009.9,7.7,0.0,1967,July
136,1967-08-01,27.8,20.0,1015.3,5.1,1564.0,16.56,45.0,22000.0,10000.0,E,35.0,20.0,26.1,15.0,1018.9,1011.2,9.3,0.0,1967,August
137,1967-09-01,23.9,18.9,1018.2,3.1,2297.0,16.73,45.0,22000.0,15000.0,E,31.1,17.8,22.8,12.8,1022.0,1008.0,7.7,0.0,1967,September
138,1967-10-01,22.2,17.8,1018.7,3.1,2966.0,17.42,45.0,22000.0,10000.0,E,28.9,13.9,22.8,11.1,1025.1,1004.7,11.3,0.0,1967,October
139,1967-11-01,17.8,13.9,1016.1,2.1,6651.0,72.49,45.0,3600.0,20000.0,E,23.9,12.2,18.9,7.8,1025.3,1007.9,9.3,0.0,1967,November
140,1967-12-01,16.1,10.0,1021.6,2.1,2868.0,48.88,45.0,9000.0,10000.0,E,20.0,8.9,15.0,2.8,1032.5,1013.2,7.2,0.0,1967,December
141,1973-01-01,16.0,9.0,1024.3,2.0,1537.0,37.08,46.0,22000.0,10000.0,ENE,22.0,13.0,16.0,4.0,1031.3,1015.5,11.3,0.0,1973,January
142,1973-02-01,16.0,10.5,1019.4,3.0,1262.0,37.44,46.0,22000.0,15000.0,ENE,21.0,10.0,16.0,3.0,1031.2,1012.0,7.7,1.0,1973,February
143,1973-03-01,17.0,12.0,1018.55,3.0,1854.0,70.32,46.0,6000.0,10000.0,E,27.0,10.0,18.0,8.0,1028.2,1007.4,8.7,0.0,1973,March
144,1973-04-01,18.5,14.0,1015.1,3.0,1820.0,27.11,46.0,15500.0,10000.0,W,29.0,13.0,24.0,6.0,1021.2,1005.9,11.8,0.5,1973,April
145,1973-05-01,21.0,17.0,1016.3,4.1,1713.0,34.2,46.0,6900.0,10000.0,WSW,31.0,17.0,23.0,11.0,1027.1,1011.4,12.3,0.5,1973,May
146,1973-06-01,21.5,18.0,1016.7,4.1,1613.0,9.17,46.0,22000.0,10000.0,NNW,30.0,19.0,22.0,12.0,1022.7,1011.9,7.7,1.5,1973,June
147,1973-07-01,25.0,20.0,1015.45,5.1,1361.0,0.0,46.0,22000.0,10000.0,NE,37.0,20.0,25.0,15.0,1020.2,1009.2,9.3,1.0,1973,July
148,1973-08-01,26.0,21.0,1015.75,4.6,1781.0,9.05,46.0,22000.0,8000.0,NE,39.0,20.0,29.0,18.0,1022.1,1011.1,7.2,2.1,1973,August
149,1973-09-01,25.0,19.0,1017.3,4.6,1314.0,0.0,46.0,22000.0,10000.0,ENE,32.0,20.0,22.0,14.0,1022.1,1011.4,8.2,1.5,1973,September
150,1973-10-01,22.0,17.0,1017.4,2.1,1981.0,8.86,46.0,22000.0,10000.0,ENE,31.0,17.0,25.0,10.0,1021.9,1012.7,6.7,0.0,1973,October
151,1973-11-01,20.0,16.0,1018.2,2.1,2611.0,34.54,46.0,6000.0,10000.0,E,31.0,17.0,22.0,9.0,1028.3,1011.8,5.7,0.0,1973,November
152,1973-12-01,15.5,10.0,1020.9,2.6,2794.0,9.99,46.0,22000.0,8000.0,W,19.0,11.0,16.0,3.0,1027.9,1001.8,13.9,0.0,1973,December
153,1974-01-01,16.0,10.0,1026.4,3.1,2011.0,0.44,46.0,22000.0,8000.0,E,20.0,5.0,15.0,6.0,1030.5,1011.7,7.7,1.0,1974,January
154,1974-02-01,16.0,11.0,1020.9,4.1,2414.0,9.86,46.0,22000.0,9500.0,E,23.0,12.0,17.0,6.0,1029.0,1009.1,9.8,0.0,1974,February
155,1974-03-01,17.0,12.0,1017.1,3.6,3525.0,35.79,46.0,6000.0,10000.0,E,23.0,0.0,25.0,4.0,1027.8,999.5,11.8,1.0,1974,March
156,1974-04-01,17.0,13.0,1016.8,3.6,3069.0,46.23,46.0,900.0,10000.0,W,24.0,12.0,20.0,7.0,1022.5,1002.2,17.0,1.0,1974,April
